title,category,days_to_trend,archetype,confidence,timing,recommendation
Copper to Champion Episode 6 (Rainbow Six Siege),Gaming,383,Flash Viral,56/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Opening the NEW Alpha Packs (Rainbow Six Siege),Gaming,385,Flash Viral,12/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
2 Champs vs 5 Different Ranks (Rainbow Six Siege),Gaming,386,Flash Viral,18/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Can 1 Champ Beat 5 Coppers? (Rainbow Six Siege),Gaming,389,Flash Viral,50/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Rainbow Six Siege's Balancing Is A Disaster *JYNXZI REACTS*,Gaming,390,Flash Viral,30/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Rainbow Six Siege.... but it's Roblox,Gaming,392,Flash Viral,10/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
CAN 2 Champions BEAT 5 Golds in Rainbow Six Siege,Gaming,393,Flash Viral,12/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
When Streamers Forgot To End The Stream *JYNXZI REACTS*,Gaming,394,Flash Viral,32/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Can 1 Champion beat 3 Silvers?,Gaming,395,Flash Viral,11/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Jynxzi 1v1’s a Cheater In Rainbow Six Siege😂,Gaming,400,Flash Viral,11/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
20 Jynxzi Facts You Didn’t Know.. *JYNXZI REACTS*,Gaming,401,Flash Viral,17/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
The Search For D. B. Cooper *JYNXZI REACTS*,Gaming,402,Flash Viral,11/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
JYNXZI VS RICCI,Gaming,403,Flash Viral,11/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
28 Rainbow Six Siege Tips That Feel Illegal... *JYNXZI REACTS*,Gaming,405,Flash Viral,15/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
I 1v1'ed My BIGGEST Hater... (Rainbow Six Siege),Gaming,406,Flash Viral,13/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
JYNXZI WINS A SKYBASE,Gaming,407,Flash Viral,10/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
10 Things R6 Pros Do That YOU Dont *JYNXZI REACTS*,Gaming,409,Flash Viral,12/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
I Watched The Most TOXIC R6 1v1 Ever...,Gaming,410,Flash Viral,10/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Jynxzi Plays Roblox Squid Games,Gaming,411,Flash Viral,25/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
When Streamers Humble Entitled Rappers *JYNXZI REACTS*,Gaming,412,Flash Viral,32/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Exposing 50 R6 Secrets You DIDNT Know Existed *JYNXZI REACTS*,Gaming,414,Flash Viral,15/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Ranking EVERY Operator In R6 From WORST to BEST *JYNXZI REACTS*,Gaming,415,Flash Viral,14/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Can 2 Champions Beat 5 Diamonds? (Rainbow Six Siege),Gaming,418,Flash Viral,17/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
The Smartest Plays in R6 History... *JYNXZI REACTS*,Gaming,423,Flash Viral,15/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Attempting to Beat FNAF 1...,Gaming,425,Flash Viral,19/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Can 1 Champion beat 5 Coppers?,Gaming,426,Flash Viral,13/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
What YOUR Op Main Says About You... *JYNXZI REACTS*,Gaming,429,Flash Viral,18/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
*NEW* Christmas Black Ice Packs Are INSANE,Gaming,433,Flash Viral,15/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Idiot Streamers Who Got Caught Cheating Live *JYNXZI REACTS*,Gaming,435,Flash Viral,33/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
I Spent 10 Days Learning Rainbow Six Siege as a Beginner *JYNXZI REACTS*,Gaming,437,Flash Viral,16/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Rating My Viewer's HORRIBLE Setups,Gaming,441,Flash Viral,36/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Jynxzi Vs Ricci,Gaming,442,Flash Viral,14/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Jynxzi & Trippie 2v2 Vs EVERY Rank (Rainbow Six Siege),Gaming,447,Flash Viral,15/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Jynxzi Tries *NEW* Blackbeard (Rainbow Six Siege),Gaming,449,Flash Viral,10/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Jynxzi Tries To Hit Champion… 💀,Gaming,451,Flash Viral,15/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Rainbow Six Siege Battle Royale Edition,Gaming,460,Flash Viral,18/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
JYNXZI HAS A NEW GIRLFRIEND,Gaming,461,Flash Viral,12/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
I 1v1'd My BIGGEST Hater,Gaming,462,Flash Viral,16/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
THE NEW SEASON OF RAINBOW SIX SIEGE *JYNXZI REACTS*,Gaming,465,Flash Viral,7/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
I FINALLY BEAT SPOIT,Gaming,468,Flash Viral,5/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
1v1 Me & I'll Guess Your Rank...,Gaming,470,Flash Viral,17/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
WORLD CUP FINAL (Rainbow Six Siege),Gaming,472,Flash Viral,13/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Who's The GREATEST Rainbow Six Siege Player?,Gaming,474,Flash Viral,34/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
CRAZY R6 CLIPS,Gaming,477,Flash Viral,18/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
I FINALLY BEAT STOMPN,Gaming,479,Flash Viral,9/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
The Creepiest Game Ever...,Gaming,484,Flash Viral,10/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Can 1 Champion beat 3 Golds?,Gaming,486,Flash Viral,15/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Jynxzi & Ricci 2v2 Wager TOXIC Champs,Gaming,489,Flash Viral,15/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
AMAZING R6 CLIPS,Gaming,490,Flash Viral,18/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Can 1 Champion beat 5 Coppers?,Gaming,491,Flash Viral,36/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
"5 Champions vs 5 Coppers, But They Have 1 Life...",Gaming,494,Flash Viral,20/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Jynxzi Vs Snapiyy (THE REMATCH),Gaming,496,Flash Viral,14/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Can 3 Champions beat 5 Diamonds?,Gaming,500,Flash Viral,18/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Jynxzi Sketch & Ricci 3v5 vs EVERY Rank in Rainbow Six Siege,Gaming,502,Flash Viral,18/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Guessing The Siege YouTuber By Their FIRST Ever Clip,Gaming,503,Flash Viral,17/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Can 1 Champion Beat 3 Golds? (Rainbow Six Siege),Gaming,504,Flash Viral,13/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Jynxzi & Sketch Play a R6 tournament...,Gaming,506,Flash Viral,15/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
20 WOMEN VS RICCI,Gaming,510,Flash Viral,13/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
JYNXZI VS STOMPN 💀,Gaming,511,Flash Viral,16/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
"I 2v2ed My Biggest Haters for $5,000",Gaming,512,Flash Viral,17/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
I Hosted A 2v2 Tourney w/ Streamers (HILARIOUS),Gaming,517,Flash Viral,12/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
